"Time [ms]","InducedVoltage(Cos_Winding) [mV]","InducedVoltage(Sin_Winding) [mV]"
0,962.240038328621,-557.485691396865
0.0125,837.513085052926,-479.609699090256
0.025,712.786131777231,-401.733706783646
0.0375,478.869372424155,-263.823496810108
0.05,171.073562215538,-87.4549988436323
0.0625,-163.917413485764,100.210926102366
0.075,-475.074091724851,270.595433746948
0.0875,-714.846866338353,398.05817362035
0.1,-846.403780918653,463.757368600747
0.1125,-849.30090952583,458.435915283246
0.125,-722.653048802384,383.712247379299
0.1375,-485.353380788579,251.722856025016
0.15,-173.213996480437,83.1325002405429
0.1625,166.380726697079,-96.0670883943725
0.175,481.724829541813,-258.584681791847
0.1875,724.624067749796,-379.988034312205
0.2,857.791712608023,-442.363714974249
0.2125,860.554054630371,-436.970581588897
0.225,732.071860696834,-365.450722484612
0.2375,491.523928706244,-239.4563375639
0.25,175.249259865783,-78.7574709036707
0.2625,-168.744852074613,91.8592210960946
0.275,-488.070857537814,246.410562228461
0.2875,-733.947383040775,361.677492528563
0.3,-868.636012271713,420.687837182095
0.3125,-871.262671675072,415.226050940153
0.325,-741.023118831225,346.955333002958
0.3375,-497.382408515794,227.038479569254
0.35,-177.172131259047,74.3311498122763
0.3625,171.002735427793,-87.5972136308324
0.375,494.106481829509,-234.078865267679
0.3875,742.800593605315,-343.131732001421
0.4,878.930520443626,-398.743202917282
0.4125,881.416398786839,-393.217269177266
0.425,749.500734693817,-328.237032129271
0.4375,502.927186257796,-214.476262293588
0.45,178.97476099057,-69.8547998143943
0.4625,-173.142866875392,83.2711232960248
0.475,-499.83200049761,221.596925004142
0.4875,-751.180653573269,324.372092854636
0.5,-888.663560831015,376.545222700343
0.5125,-891.009440257215,370.959026386894
0.525,-757.501314633302,309.311453435071
0.5375,-508.153332840147,201.780839796446
0.55,-180.676862375456,65.3410450992199
0.5625,175.183640965443,-78.8991292251941
0.575,505.236054947623,-208.974589367698
0.5875,759.086668408395,-305.406014761305
0.6,897.834586832646,-354.112631804086
0.6125,900.037968610033,-348.469087457942
0.625,765.030639860951,-290.194061469891
0.6375,513.05432718862,-188.957454068206
0.65,182.261538452269,-60.7866172864803
