"Time [ms]","InducedVoltage(Cos_Winding) [mV]","InducedVoltage(Sin_Winding) [mV]"
0,-965.660612678374,559.026140434954
0.0125,-840.485949608241,480.939376828884
0.025,-715.311286538107,402.852613222815
0.0375,-480.560624558325,264.562907662865
0.05,-171.672764803468,87.7060194631713
0.0625,164.50449353482,-100.483839501063
0.075,476.75921896438,-271.346909796181
0.0875,717.375347281889,-399.170672314841
0.1,849.391566726829,-465.059496108542
0.1125,852.293403316249,-459.728683296013
0.125,725.193877125603,-384.799228379687
0.1375,487.055456446304,-252.441428433158
0.15,173.815686118637,-83.3753899865914
0.1625,-166.971777419032,96.3329000398397
0.175,-483.421189400507,259.315123243561
0.1875,-727.168082999337,381.068692004364
0.2,-860.797374188789,443.628015350762
0.2125,-863.563831731761,438.225216163812
0.225,-734.626971484524,366.505401521428
0.2375,-493.234691999519,240.152499242376
0.25,-175.853735454933,78.9923079360008
0.2625,169.34019106724,-92.1177684385674
0.275,489.776453838175,-247.119267325736
0.2875,736.505460569942,-362.725383340712
0.3,871.657126222169,-421.913006251551
0.3125,874.287247497988,-416.441307298727
0.325,743.590540580524,-347.976406627373
0.3375,499.100398465132,-227.711806330469
0.35,177.778825742245,-74.5578037010248
0.3625,-171.601724612295,87.848128211636
0.375,-495.820441908525,234.765140947161
0.3875,-745.370194947311,344.145812477044
0.4,-881.964651845137,399.928242814711
0.4125,-884.453406033359,394.392046941875
0.425,-752.07785610032,329.223486030418
0.4375,-504.651621198137,215.126459181304
0.45,-179.582259930249,70.072630556249
0.4625,173.744131404774,-83.5141587715397
0.475,501.55313499065,-222.260335080929
0.4875,753.759541475643,-325.351259208616
0.5,891.708336441553,-377.688870088189
0.5125,894.056493373102,-372.092153277402
0.525,760.086202511806,-310.26214459377
0.5375,509.882807925785,-202.406823804796
0.55,181.286082259723,-65.5502378659975
0.5625,-175.787967171032,79.1343130472068
0.575,-506.962605605634,209.614247217031
0.5875,-761.67326705554,306.349301372432
0.6,-900.887747288874,355.213498344097
0.6125,-903.092740708721,349.559031378141
0.625,-767.622282909457,291.108101073561
0.6375,-514.787084305048,189.558462559336
0.65,-182.871821881155,60.9869461970837
0.6625,177.71657162505,-74.7019508071862
0.675,512.051322136525,-196.837934376131
0.6875,769.105806620942,-287.157650574645
0.7,909.500230492321,-332.515005836578
0.7125,911.565357258452,-326.807342093368
0.725,774.670235225633,-271.772097987899
0.7375,519.375466004698,-176.592710200921
0.75,184.340075261612,-56.3812883716087
0.7625,-179.528450340063,70.2234112589136
0.775,-516.826792566915,183.94087759016
0.7875,-776.051993164908,267.78197611685
0.8,-917.543898748614,309.607174074722
0.812500000000001,-919.464322111442,303.848097495137
0.825000000000001,-781.233513103999,252.262111398505
0.837500000000001,-523.635442163379,163.513316489196
0.850000000000001,-185.690483376163,51.7394199391874
0.862500000000001,181.229468084544,-65.6993244969744
0.875000000000001,521.266172617777,-170.922933319501
0.887500000000001,782.519376631002,-248.239815786914
0.900000000000001,925.008744510431,-286.500872051208
0.912500000000001,926.783546669611,-280.695627664138
0.925000000000001,787.30343272211,-232.590640096303
0.937500000000001,527.557308901123,-150.328724253755
0.950000000000001,186.93479045424,-47.0650875274659
0.962500000000001,-182.824249130548,61.1358494142416
0.975000000000001,-525.381483105203,157.795603750736
0.987500000000001,-788.48738157134,228.536950883246
1,-931.885966028923,263.211675826285
1.0125,-933.512734721205,257.36209445837
1.025,-792.871938868903,212.769491087627
1.0375,-531.153146488873,137.049756855323
1.05,-188.04372926554,42.3618192673039
1.0625,184.29623619387,-56.5315729075197
1.075,529.16467189916,-144.569302837536
1.0875,793.950391868016,-208.688055524002
1.1,938.170250488617,-239.754230678763
1.1125,939.648105293364,-233.865915971203
1.125,797.934068865159,-192.815527417701
1.1375,534.405678989224,-123.681994957587
1.15,189.040348132467,-37.6313783822361
1.1625,-185.650736677329,51.891149952938
1.175,-532.609748539226,131.250653015771
1.1875,-798.909242631746,188.706435320322
1.2,-943.85847453837,216.146578719697
1.2125,-945.187856929405,210.222850731608
1.225,-802.494487069705,172.740690200863
1.2375,-537.321974796492,110.240257846075
1.25,-189.918114409178,32.8786863732544
1.2625,186.892774108825,-47.2182633051614
1.275,535.709769613775,-117.850579127346
1.2875,803.367899581818,-168.609008361567
1.3,948.951991019709,-192.404634580856
1.3125,950.132565372761,-186.450532482276
1.325,806.549045583584,-152.559124806582
1.3375,539.902809622012,-96.7279806341813
1.35,190.678447878396,-28.1041615714695
1.3625,-188.006020096327,42.5139646042507
1.375,-538.48466321241,104.37639968385
1.3875,-807.319531073138,148.407454633577
1.4,-953.452655191474,168.54398079509
1.4125,-954.484526748942,162.561143912081
1.425,-810.094011857483,132.279259655837
1.4375,-542.148750677464,83.1573233015924
1.45,-191.318258766382,23.3130172464613
1.4625,189.010518601393,-37.7873468374412
1.475,540.916271874497,-90.8377137219998
