"Time [ms]","InducedVoltage(Cos_Winding) [mV]","InducedVoltage(Sin_Winding) [mV]"
0,-557.757616855157,-962.94459424811
0.0125,-479.842826705609,-838.125031030672
0.025,-401.92803655606,-713.305467813233
0.0375,-263.950167394465,-479.216846653668
0.05,-87.4960434478035,-171.196080482705
0.0625,100.260428045271,164.038508937289
0.075,270.726800269809,475.420803725195
0.0875,398.25007052559,715.36662459797
0.1,463.979775805752,847.017489717645
0.1125,458.654657787496,849.915086970917
0.125,383.894266270457,723.174150535834
0.1375,251.84139353588,485.702017053513
0.15,83.1704894223698,173.336876445951
0.1625,-96.1141654095078,-166.50258484323
0.175,-258.707685952675,-482.072780013563
0.1875,-380.167541968083,-725.145547366161
0.2,-442.571414228788,-858.407219782338
0.2125,-437.174541151962,-861.169898675042
0.225,-365.620220727455,-732.594372371553
0.2375,-239.566270823079,-491.873280951774
0.25,-78.7923320352058,-175.372281675209
0.2625,91.9033089794533,168.866968210122
0.275,246.525421700426,488.419962527831
0.2875,361.844200200801,734.470139663831
0.3,420.880434348911,869.252764296521
0.3125,415.414893248681,871.879767367339
0.325,347.111794114428,741.546397005784
0.3375,227.139783602701,497.732328490477
0.35,74.3628200691301,177.295084281354
0.3625,-87.6383794797152,-171.12544036501
0.375,-234.184985845866,-494.456145129999
0.3875,-343.285481865855,-743.323930253445
0.4,-398.920444334721,-879.548062420402
0.4125,-393.390580490548,-882.034073548582
0.425,-328.380370309001,-750.024436034593
0.4375,-214.568491107096,-503.277064686178
0.45,-69.8833176918696,-179.097667969665
0.4625,83.3091251270636,173.2656871456
0.475,221.694254483945,500.181862870115
0.4875,324.512731439191,751.704398321201
0.5,376.706648987544,889.281294949108
0.5125,371.116512970554,891.62714584298
0.525,309.441225158503,758.024809102236
0.5375,201.863991703846,508.503134577521
0.55,65.3663252654628,180.799718648999
0.5625,-78.9341631570728,-175.306640634919
0.575,-209.063015365103,-505.585951206452
0.5875,-305.532990953636,-759.610158805544
0.6,-354.257886062507,-898.452058571733
0.6125,-348.610208838403,-900.655171083463
0.625,-290.3098895171,-765.553786174109
0.6375,-189.031228696942,-513.403773882058
0.65,-60.8083019708878,-182.383957361197
0.6625,74.506813658565,177.232961207196
0.675,196.301926435079,510.670199540883
0.6875,286.364257378721,767.03623659712
0.7,331.586631938824,907.057292222741
0.7125,325.885806909608,909.120782759473
0.725,270.997344284935,772.59650161681
0.7375,176.08109919286,517.98853990477
0.75,56.2084608660177,183.851765516213
0.7625,-70.0338432394433,-179.043675356117
0.775,-183.41999781095,-515.441177743634
0.7875,-267.012290632523,-773.977605161264
0.8,-308.7065799591,-915.095132601688
0.812500000000001,-302.954466146083,-917.014383117764
0.825000000000001,-251.511144092834,-779.155724272993
0.837500000000001,-163.01774799165,-522.245977255385
0.850000000000001,-51.5726051726768,-185.201684217094
0.862500000000001,65.5152815170129,180.7431556322
0.875000000000001,170.418208094169,519.877850210008
0.887500000000001,247.493775404046,780.44077571647
0.900000000000001,285.628698720986,922.55598838858
0.912500000000001,279.830589984598,924.330085940024
0.925000000000001,231.863880338714,785.222617310466
0.937500000000001,149.849788728822,526.166818685905
0.950000000000001,46.9038258816397,186.445751735072
0.962500000000001,-60.9570085086392,-182.336200938471
0.975000000000001,-157.307266410877,-523.991743167107
0.987500000000001,-227.815273606252,-786.406280209596
1,-262.36853673945,-929.431050442469
1.0125,-256.52618517535,-931.057422247097
1.025,-212.067594239899,-790.790157548158
1.0375,-136.587432760851,-529.762347924758
1.05,-42.206831900395,-187.555318482224
1.0625,56.3585723549176,183.807912113421
1.075,144.097329663145,527.773638293795
1.0875,207.99154737371,791.868879179451
1.1,238.940594961107,935.714817716607
1.1125,233.0598275948,937.192823320065
1.125,192.13918084215,795.852976149613
1.1375,123.236523544308,533.01523694626
1.15,37.4826422882353,188.552628191728
1.1625,-51.7238760748336,-185.162106089337
1.175,-130.795565083329,-531.218826581743
1.1875,-188.035407202845,-796.828420453224
1.2,-215.363326185668,-941.404312583322
1.2125,-209.44734088524,-942.734289782055
1.225,-172.090290138972,-800.414955208571
