"Time [ms]","InducedVoltage(Cos_Winding) [mV]","InducedVoltage(Sin_Winding) [mV]"
0,556.710288007298,960.002995378559
0.0125,478.938495407609,835.570008488429
0.025,401.166702807921,711.137021598299
0.0375,263.446527178168,477.765831597012
0.05,87.3243229261422,170.683534124805
0.0625,-100.076143677247,-163.533836421123
0.075,-270.215569798278,-473.972831013093
0.0875,-397.492313332131,-713.195862937533
0.1,-463.092022054321,-844.453866432026
0.1125,-457.772750485197,-847.349066353922
0.125,-383.151868934823,-720.996500613054
0.1375,-251.350106954274,-484.244120928737
0.15,-83.0033262715053,-172.822018622742
0.1625,95.9331365905367,165.993663647705
0.175,258.209387620974,480.619175666004
0.1875,379.4287937552,722.96543576439
0.2,441.706735220912,855.833432437361
0.2125,436.315908235801,858.594056460429
0.225,364.897293651731,730.407805446279
0.2375,239.088666934884,490.410661065984
0.25,78.6305210730515,174.856567069245
0.2625,-91.7272195403896,-168.356689177888
0.275,-246.039564246413,-486.959264446002
0.2875,-361.125699323054,-732.282635103505
0.3,-420.039907277325,-866.670502337978
0.3125,-414.579980760756,-869.294811023717
0.325,-346.410113311128,-739.353766084697
0.3375,-226.675558052417,-496.264634528804
0.35,-74.2064936855834,-176.778713589802
0.3625,87.4659813847392,170.612030368653
0.375,233.713518030234,492.991678420761
0.3875,342.588371059035,741.130368298401
0.4,398.104275828497,876.957849162837
0.4125,392.580614619924,879.44224056066
0.425,327.699524923245,747.825589589694
0.4375,214.119685082919,501.807404365179
0.45,69.7317535177815,178.580072376616
0.4625,-83.14246588429,-172.751602406256
0.475,-221.237017277166,-498.713771216799
0.4875,-323.836184432849,-749.504493617916
0.5,-375.915910989801,-886.685440698048
0.5125,-370.332080462274,-889.029925593407
0.525,-308.782441518423,-755.822265765909
0.5375,-201.429467351976,-507.030522205679
0.55,-65.2194981285834,-180.280924306798
0.5625,78.7721455397601,174.790897286362
0.575,208.619799096564,504.11431125885
0.5875,304.878543638072,757.40667048511
0.6,353.492999626102,895.851759887
0.6125,347.852226304351,898.054380467477
0.625,289.673222317933,763.348033391137
0.6375,188.611424116507,511.928847893823
0.65,60.66821347207,181.866227180595
0.6625,-74.3502663802409,-176.716705285647
0.675,-195.873517069587,-509.196206217773
0.6875,-285.732273843941,-764.829842641466
0.7,-330.849029302668,-904.45473585417
0.7125,-325.155041005265,-906.517542147238
0.725,-270.384062734232,-770.389121501533
0.7375,-175.677447186528,-516.5134951624
0.75,-56.0735741106918,-183.333234500145
0.7625,69.8815653811929,178.525173335787
0.775,183.007676657133,513.966431355521
0.7875,266.404029934756,771.770532502257
0.8,307.996853449491,912.491257184076
0.812500000000001,302.252095603902,914.410529474785
0.825000000000001,250.921994168475,776.947677207953
0.837500000000001,162.630625596866,520.771212881122
0.850000000000001,51.444048870733,184.684667903782
0.862500000000001,-65.3689102283611,-180.225207722702
0.875000000000001,-170.02220538487,-518.403568439592
0.887500000000001,-246.909833381845,-778.233205043798
0.900000000000001,-284.947815575062,-919.952107345455
0.912500000000001,-279.15709785672,-921.726434427068
0.925000000000001,-231.300246291062,-783.016456005834
0.937500000000001,-149.479493074309,-524.69294583134
0.950000000000001,-46.7804650511248,-185.927694392671
0.962500000000001,60.8168602706442,181.818783370342
0.975000000000001,156.926791172636,522.516304315924
0.987500000000001,227.256515798526,784.199959776763
1,261.717135360567,926.828484277393
1.0125,255.882660432531,928.456003026761
1.025,211.528914334114,788.585387700356
1.0375,136.233381045096,528.288850836678
1.05,42.0899448661454,187.038732901103
1.0625,-56.2235692194264,-183.28945184334
1.075,-143.734312256025,-526.300175685582
1.0875,-207.4575673313,-789.663891180978
1.1,-238.319452147098,-933.115456854682
1.1125,-232.446100778624,-934.59432362937
1.125,-191.625544191848,-793.650524061793
1.1375,-122.90042047019,-531.545192973402
1.15,-37.3716203577743,-188.036783804211
1.1625,51.5945780760469,184.643903209707
1.175,130.449062340994,529.746565980077
1.1875,187.52755147055,794.627222962652
1.2,214.772494188525,938.809133416356
1.2125,208.863885832185,940.140064191286
1.225,171.602907141077,798.217025530004
1.2375,109.493217737374,534.465521883003
1.25,32.632124102458,188.917833073546
1.2625,-46.9331559950368,-185.886161788719
1.275,-117.084571186387,-532.851507112432
1.2875,-167.48224041305,-799.092161421993
1.3,-191.092167440189,-943.910615467578
1.3125,-185.153745294911,-945.093641369248
1.325,-151.474436826805,-802.279762213749
1.3375,-96.0174047200188,-537.053267403871
1.35,-27.8696509502393,-189.680130319994
1.3625,42.242329259589,187.001848761427
1.375,103.644887520194,535.630795282115
1.3875,147.333433469047,803.05198295293
1.4,167.29458776346,948.422175423862
1.4125,161.327751106537,949.457293272747
1.425,131.248824584475,805.83595289722
1.4375,82.4820132775899,539.30513995505
1.45,23.0911331652329,190.322823368038
1.4625,-37.5274108345039,-188.006981430093
1.475,-90.1421981689797,-538.069243083534
1.4875,-127.090613961323,-806.507703633517
1.5,-143.389499334174,-952.337282468252
1.5125,-137.39857422124,-953.221642850348
1.525,-110.940852288567,-808.893691938551
1.5375,-68.8910875460758,-541.209609485388
1.55,-18.2977137171423,-190.846905916418
1.5625,32.7874259537559,188.892875735101
1.575,76.5809500224748,540.17420481635
1.5875,106.766675734894,809.456399409634
1.6,119.393176227768,955.648371351815
1.6125,113.380308517185,956.382260014387
1.625,90.5624931486634,811.434252335599
1.6375,55.2576791278668,542.772405590001
1.65,13.4917283424611,191.245308985558
1.6625,-28.0268136179066,-189.657630221584
1.675,-62.9724175824312,-541.933968581593
1.6875,-86.3739338855067,-811.889336235981
1.7,-95.3190441596992,-958.353293016777
1.7125,-89.291228008524,-958.934725500879
1.725,-70.1258950880878,-813.455024775328
1.7375,-41.5891452279974,-543.99472586769
1.75,-8.67629691351654,-191.516353990074
1.7625,23.2455622814876,190.300973106267
1.775,49.3217561652831,543.345703205091
1.7875,65.9283145387943,813.80806947734
1.8,71.1869323622753,960.446085475453
1.8125,65.1469363072288,960.877937115343
1.825,49.647560759598,814.961797833436
1.8375,27.8970146161818,544.867356994742
1.85,3.85820377697164,191.681724820847
1.8625,-18.4527477480101,-190.831109015102
1.875,-35.6411776830007,-544.413102777014
1.8875,-45.4427040245264,-815.20825175189
1.9,-47.0130860561413,-961.93635435319
1.9125,-40.9660259226479,-962.21372381609
1.925,-29.1389178049697,-815.95769282149
1.9375,-14.1883349106247,-545.396204891553
1.95,0.959455813693897,-191.723085945127
1.9625,13.6474560197856,191.234791813645
1.97499999999999,21.941273734994,545.140352297544
1.98749999999999,24.9319283086291,816.094577977135
1.99999999999999,22.8131648113636,962.820986518457
2.01249999999999,16.7606202222117,962.946980280974
2.02499999999999,8.61634002941929,816.441855070268
2.03749999999999,0.471998712093974,545.588439029339
2.04999999999999,-5.77945528260937,191.638755564527
2.06249999999999,-8.83599901582221,-191.512593491331
2.07499999999999,-8.2299551424259,-545.530573209504
2.08749999999999,-4.40467599712269,-816.471592710095
2.09999999999999,1.40112648044811,-963.10127166932
2.11249999999999,7.45483137544512,-963.074637094242
2.12499999999999,11.9136593326561,-816.411378666037
2.13749999999999,13.2458881256902,-545.440455536783
2.14999999999999,10.5958860114783,-191.434408433064
2.16249999999999,4.01750402990751,191.678989505528
2.17499999999999,-5.48831893575917,545.566037919497
2.18749999999999,-16.1238947240112,816.340354446155
2.19999999999999,-25.6155552208834,962.775498994494
2.21249999999999,-31.6669169521921,962.599678453098
2.22499999999999,-32.4344978022108,815.854784278338
2.23749999999999,-26.9545898012452,544.947093776634
2.24999999999999,-15.4086185393984,191.113149668814
2.26249999999999,0.802841277903152,-191.726716822187
2.27499999999999,19.204919886597,-545.261425777902
2.28749999999999,36.6435602751301,-815.687597465482
2.29999999999999,49.8133017173852,-961.838967244265
2.31249999999999,55.8585434204482,-961.509751911364
