"Time [ms]","InducedVoltage(Cos_Winding) [V]","InducedVoltage(Sin_Winding) [V]"
0,-0.00180237723595115,-1.11215099362729
0.0125,0.0032958296399943,-0.965184977472198
0.025,0.00839403651593974,-0.818218961317109
0.0375,0.0109011262108913,-0.546665341919663
0.05,0.0097821183154253,-0.191895509986058
0.0625,0.00485046678337899,0.192076684708467
0.075,-0.00313489893441605,0.546764984470607
0.0875,-0.0126096725106574,0.818165673057173
0.1,-0.0214790060487272,0.96495744959317
0.1125,-0.0275391928358868,0.964805220499376
0.125,-0.0289450350246796,0.817751798540266
0.1375,-0.0246296043158418,0.546229398955132
0.15,-0.0145981229585046,0.191587361234558
0.1625,-2.7831960649232e-05,-0.192138280901797
0.175,0.0168689910220356,-0.546518413048904
0.1875,0.0331579923499385,-0.817596380546318
0.2,0.0457128037520485,-0.964120705866977
0.2125,0.0517676414319817,-0.963815694093111
0.225,0.0494798161859439,-0.816775926813702
0.2375,0.0383449633327229,-0.545438239819517
0.25,0.0194070202606965,-0.191161650420003
0.2625,-0.00480094691112307,0.192081194154446
0.275,-0.0305919154233423,0.545926041204207
0.2875,-0.0536874872403841,0.816513052260777
0.3,-0.0699190917225751,0.962671224658515
0.3125,-0.0759654819300062,0.962214406747109
0.325,-0.0699833193634092,0.815277407891585
0.3375,-0.0520352086774242,0.544301114353172
0.35,-0.0242041452434566,0.190612818783331
0.3625,0.00962338707848409,-0.19190535333471
0.375,0.0442961683046954,-0.544985290117493
0.3875,0.0741854975643935,-0.814904265131365
0.4,0.0940831023538561,-0.960610840323084
0.4125,0.100114624079926,-0.959999777253284
0.425,0.0904428521936861,-0.813256989628594
0.4375,0.0656936691137118,-0.542819457535081
0.45,0.0289843984659254,-0.189934890873285
0.4625,-0.0144423036642626,0.191594943589193
0.475,-0.0579755133582456,0.543700641657469
0.4875,-0.0946320321666732,0.812778694985476
0.5,-0.118185694807976,0.957936836185459
0.5125,-0.124199403208567,0.95717421992599
0.525,-0.110843409460564,0.810718971966718
0.5375,-0.0793081619551334,0.540995085776039
0.55,-0.0337469374759422,0.189151045326733
0.5625,0.0192513774972666,-0.19117577416262
0.575,0.0716156422570922,-0.542067150433622
0.5875,0.115020412432207,-0.810138396961025
0.6,0.142210480056473,-0.954658002566277
0.6125,0.148202689672181,-0.953742915421307
0.625,0.131174537522815,-0.807676390455553
0.6375,0.092870931039786,-0.538824589659584
0.65,0.0384860616030217,-0.188244606333311
0.6625,-0.0240484364159086,0.190631058262479
0.675,-0.0852081617726118,0.5400915780208
0.6875,-0.135332463072049,0.806987957883469
0.7,-0.166145158776076,0.950777908820513
0.7125,-0.172113557591703,0.949715297605049
0.725,-0.151419400605488,0.804121901029505
0.7375,-0.106377308656284,0.536321758896922
0.75,-0.0432031613443306,0.187216383285348
0.7625,0.0288271552549756,-0.189963370238532
0.775,0.0987486945250699,-0.537784181111576
0.7875,0.1555607426622,-0.803325952589203
0.8,0.189976835955042,-0.946301837995953
0.812500000000001,0.195917426571376,-0.945088604543947
0.825000000000001,0.171572876491001,-0.800061656892951
0.837500000000001,0.119818107157217,-0.533478650714052
0.850000000000001,0.0478924678668849,-0.186067980725859
0.862500000000001,-0.0335897279661163,0.189176504477532
0.875000000000001,-0.112225762027558,0.535127166378343
0.887500000000001,-0.175694167650938,0.79916631527945
0.900000000000001,-0.213691220697309,0.94122690784823
0.912500000000001,-0.219598973074992,0.939864933176177
0.925000000000001,-0.191619433493248,0.795494375488908
0.937500000000001,-0.133181220275194,0.530291709274259
0.950000000000001,-0.0525572598766127,0.184811600134899
0.962500000000001,0.0383334259287479,-0.188277506023827
0.975000000000001,0.125635887501495,-0.532135973278911
0.987500000000001,0.195717157805924,-0.794495623570309
1,0.237270415738271,-0.935553516307493
1.0125,0.243142634453544,-0.934041513834161
1.025,0.211545525913984,-0.790420172343459
1.0375,0.146463143050036,-0.526775959028035
1.05,0.057179208867065,-0.183424597282577
1.0625,-0.0430512554997871,0.187253324895115
1.075,-0.138965663489794,0.528807789579008
1.0875,-0.215614386078201,0.789316865179984
1.1,-0.260699207527211,0.929284263926892
1.1125,-0.266530548330864,0.927624592821525
1.125,-0.231333472348512,0.784842911256191
1.1375,-0.159650363113709,0.52291915906029
1.15,-0.0617687625995886,0.181926701967134
1.1625,0.0477415761185139,-0.18610934031822
1.175,0.152206614021964,-0.525142114644956
1.1875,0.235374760131351,-0.78363628860208
1.2,0.283960196431396,-0.922425622632517
1.2125,0.289747989119856,-0.920620057563692
1.225,0.25097530988941,-0.778771473858734
1.2375,0.172733621221419,-0.518735630245936
1.25,0.0663180962161182,-0.180314336422868
1.2625,-0.0524036013125645,0.184851395078247
1.275,-0.165345827926303,0.521138457014226
1.2875,-0.254985288627375,0.777465486187629
1.3,-0.307040298945695,0.914986160886553
1.3125,-0.312780106789453,0.913036769601926
1.325,-0.270456915939114,0.772209782369279
1.3375,-0.185710482779274,0.514226492792245
1.35,-0.0708276970540911,0.178589864320861
1.3625,0.0570288442906099,-0.183467747391946
1.375,0.178386391671441,-0.516815302656421
1.3875,0.274432851639552,-0.770804962231711
1.4,0.329927115326263,-0.906974897878337
1.4125,0.335617526763165,-0.904882564355774
1.425,0.289769329721368,-0.765159245753325
1.4375,0.19857041854568,-0.509398205451198
1.45,0.0752916243226756,-0.176753586835367
1.4625,-0.0616192096901628,0.181978774432136
1.475,-0.191311396070435,0.512164150414595
1.4875,-0.293709582281759,0.763658854451294
1.5,-0.352608711730411,0.898391824154186
1.5125,-0.358244667876858,0.896156237635523
1.525,-0.308903362390141,0.757635645774065
1.5375,-0.211305168021009,0.504239377806701
1.55,-0.0797093445645513,0.174804739432906
1.5625,0.0661716695962226,-0.180370867864212
1.575,0.204120995107762,-0.507195508826658
1.5875,0.312802684278179,-0.756031542616202
1.6,0.375067194289927,-0.889238082400085
1.6125,0.380646619073084,-0.88686223116923
1.625,0.327839964006726,-0.749626385316977
1.6375,0.223905287446782,-0.498763486905113
1.65,0.0840749756134001,-0.172742246501996
1.6625,-0.0706805085353176,0.178650562511814
1.675,-0.216798483436843,0.501901717524455
1.6875,-0.331698739375078,0.747921734141525
1.7,-0.397289115263666,0.879520336749789
1.7125,-0.402805482137983,0.877004459943126
1.725,-0.346566501335856,0.741138480498784
1.7375,-0.23636539221269,0.492972449003622
1.75,-0.0883851749558221,0.170564745374675
1.7625,0.0751477169168992,-0.176811261920122
1.775,0.229338167011235,-0.49628547222006
1.7875,0.350381709010847,-0.739340926157287
1.8,0.419254958174425,-0.869242475555287
1.8125,0.424706858162818,-0.866590478675419
1.825,0.365072201272941,-0.732182687756693
1.8375,0.248670689832217,-0.486868255929023
1.85,0.0926431765773856,-0.168293562930465
1.8625,-0.079566938098405,0.17486881361294
1.875,-0.241730573184026,0.490356049473315
1.8875,-0.368840235752679,0.730289385158766
1.9,-0.440955179333823,0.85842073805426
1.9125,-0.446336087785734,0.855630504768368
1.925,-0.383347549374762,0.722768844646629
1.9375,-0.260818266430635,0.480457785457992
1.95,-0.0968403881649356,0.165913651284883
1.9625,0.0839344359528386,-0.172810742343801
1.97499999999999,0.253969817411803,-0.484120616452796
1.98749999999999,0.387062830407611,-0.720779644126875
1.99999999999999,0.462375208506834,-0.847059784241872
2.01249999999999,0.467684994065951,-0.844135503449903
2.02499999999999,0.401379225383744,-0.712903212105134
2.03749999999999,0.272804380709961,-0.473749998181938
2.04999999999999,0.100976305180179,-0.163425566124141
2.06249999999999,-0.0882441716155749,0.170642243336675
2.07499999999999,-0.26605040785636,0.477586324377174
2.08749999999999,-0.405045126871909,0.710818389356412
2.09999999999999,-0.483505199567105,0.835167323770867
2.11249999999999,-0.488739469139883,0.832109584237207
2.12499999999999,-0.419160139937611,0.702586616223778
2.13749999999999,-0.284621534414521,0.466745790037327
2.14999999999999,-0.105049616856259,0.160834290787309
