"Time [ms]","InducedVoltage(Cos_Winding) [mV]","InducedVoltage(Sin_Winding) [mV]"
0,554.032070043388,-964.085890106024
0.0125,485.026684090441,-834.257597409701
0.025,416.021298137494,-704.429304713377
0.0375,282.532994326426,-467.995957813468
0.05,104.333038856239,-161.304519742046
0.0625,-91.7556726174392,168.772951475502
0.075,-275.858923254183,471.962820886891
0.0875,-419.644302948119,702.276699159241
0.1,-500.655117181718,824.97490912587
0.1125,-505.825714479893,821.81514812708
0.125,-433.580052938019,693.756345610086
0.1375,-294.200542823509,460.758932982409
0.15,-108.348774964887,158.631476164661
0.1625,95.9616191161639,-166.416158022477
0.175,287.626102775073,-464.886836839527
0.1875,437.149697127508,-691.516690908588
0.2,521.217666779026,-812.14221808497
0.2125,526.307340771556,-808.853033345317
0.225,450.870644076258,-682.651527966261
0.2375,305.679604874221,-453.221605723843
0.25,112.299603765084,-155.860424591061
0.2625,-100.113546717995,163.95421002271
0.275,-299.211011282945,457.517311791114
0.2875,-454.382189966086,680.321626800806
0.3,-541.450446161313,798.793443952853
0.3125,-546.456950031302,795.376955337948
0.325,-467.873221701608,671.110471655032
0.3375,-316.964048579511,445.39728047232
0.35,-116.178650411386,152.988797589369
0.3625,104.200706831695,-161.392217983485
0.375,310.605880418946,-449.856083194391
0.3875,471.324909082897,-668.688087734738
0.4,561.341375033102,-784.937117082094
0.4125,566.258062319866,-781.394696808692
0.425,484.576983653438,-659.139712628208
0.4375,328.048948932727,-437.291046728513
0.45,119.978596015074,-150.013766463747
0.4625,-108.217926678994,158.715982330885
0.475,-321.80707522662,441.909770270645
0.4875,-487.964867798226,656.632763583454
0.5,-580.872721906358,770.580707350463
0.5125,-585.698213516669,766.916180561605
0.525,-500.971145241181,646.751014268927
0.5375,-338.924422843118,428.910254364619
0.55,-123.710124087752,146.956022770524
0.5625,112.171916567639,-155.950313028874
0.575,332.800055112091,-433.681236486498
0.5875,504.297376126469,-644.161674666494
0.6,600.034558571911,-755.74024869118
0.6125,604.765226460001,-751.954862849512
0.625,517.053109505853,-633.960541762068
0.6375,349.58222226335,-420.256149791572
0.65,127.360274033615,-143.804358607507
0.6625,-116.052939961064,153.082299022422
0.675,-343.581027813632,425.180789099541
0.6875,-520.308941651956,631.28758955214
0.7,-618.817923570272,740.42523620779
0.7125,-623.454204568804,736.524026749298
0.725,-532.804653704724,620.770741754582
0.7375,-360.025267362823,411.342949170039
0.75,-130.930455967836,140.558081540116
0.7625,119.856520306086,-150.116858729931
0.775,354.151178470722,-416.419447069943
0.7875,535.99248487882,-618.013246214627
0.8,637.214398681431,-724.646248068574
0.812500000000001,641.751457992066,-720.628731931107
0.825000000000001,548.224452818685,-607.189368314128
0.837500000000001,370.24153947884,-402.168451449218
0.850000000000001,134.416672469612,-137.222185949709
0.862500000000001,-123.586709888037,147.056871853887
0.875000000000001,-364.491859823646,407.387831374102
0.887500000000001,-551.345277507642,604.355873166207
0.900000000000001,-655.210276314608,708.408162082671
0.912500000000001,-659.6446821154,704.278320467538
0.925000000000001,-563.298595271074,593.223066026877
0.937500000000001,-380.218751550689,392.735492376333
0.950000000000001,-137.827607362138,133.804201526653
0.962500000000001,127.244588371507,-143.909247534108
0.975000000000001,374.607567881902,-398.100179053618
0.987500000000001,566.34726942573,-590.311793605188
1,672.790211395296,-691.719861038835
1.0125,677.118919957686,-687.478106018017
1.025,578.014993296666,-578.878286215325
1.0375,389.961470140932,-383.057898619866
1.05,141.136361696133,-130.295243401331
1.0625,-130.817425864865,140.666119784476
1.075,-384.485509664156,388.561432926819
1.0875,-580.986538063875,575.890808545738
1.1,-689.942272314742,674.591173790243
1.1125,-694.161716427444,670.24197100674
1.125,-592.360546100195,564.166998158617
1.1375,-399.45196977724,373.132992357516
1.15,-144.361459646844,126.706498890109
1.1625,134.30674763629,-137.332982193423
1.175,394.117883702624,-378.774788536676
