"Time [ms]","InducedVoltage(Cos_Winding) [mV]","InducedVoltage(Sin_Winding) [mV]"
0,-962.593460859178,-552.962219649687
0.0125,-832.962721865603,-484.09470459836
0.025,-703.331982872028,-415.227189547033
0.0375,-467.263398712677,-281.998700325475
0.05,-161.047914425478,-104.141408118161
0.0625,168.514072683723,91.5739498933811
0.075,471.229484093584,275.330157802946
0.0875,701.180140713337,418.847357116445
0.1,823.682321353697,499.710538366711
0.1125,820.52325698206,504.876959705728
0.125,692.662117273019,432.772006658688
0.1375,460.028623082385,293.657085857198
0.15,158.376239701056,108.154160985686
0.1625,-166.158958862882,-95.7766280795984
0.175,-464.154787561755,-287.087847446668
0.1875,-690.423264558584,-436.33898159339
0.2,-810.853227023973,-520.256756680377
0.2125,-807.56500007157,-525.342373917904
0.225,-681.560867848225,-450.049099254006
0.2375,-452.493566564584,-305.12715628098
0.25,-155.605840313501,-112.101790171612
0.2625,163.696952244289,99.9249540977411
0.275,456.78846365878,298.663819078399
0.2875,679.23125492494,453.557922200582
0.3,797.508604907884,540.473724890341
0.3125,794.093562564597,545.476560215592
0.325,670.023157698378,467.038403550969
0.3375,444.672472911853,316.403285415661
0.35,152.73494937683,115.977854762548
0.3625,-161.136088377185,-104.009166249274
0.375,-449.12891722071,-310.049592812078
0.3875,-667.601610289693,-470.487551083408
0.4,-783.657527602244,-560.349794441952
0.4125,-780.116324622534,-565.262815784568
0.425,-658.057422061836,-483.729918961046
0.4375,-436.568510127395,-327.479660072983
0.45,-149.761610322919,-119.77539761112
0.4625,158.460029071843,108.023280528822
0.475,441.185499550854,321.242390936719
0.4875,655.551662517195,487.115352700629
0.5,769.306676900399,579.866768951942
0.5125,765.643648571358,584.688668070389
0.525,645.67340042366,500.112012417106
0.5375,428.191758585516,338.347251141101
0.55,146.705809948488,123.504320984908
0.5625,-155.695788967941,-111.974224227975
0.575,-432.960735292648,-332.22750571408
0.5875,-643.085401463749,-503.435827118592
0.6,-754.472692709528,-599.01469624044
0.6125,-750.688708404129,-603.741822007145
0.625,-632.888799137573,-516.182413100875
0.6375,-419.541891910737,-348.997704705395
0.65,-143.554725840409,-127.151439032869
0.6625,152.828617345344,115.85220648372
0.675,424.464288751007,343.000751614437
0.6875,630.217113616992,519.435971192889
0.7,739.164106447524,617.784450285629
0.7125,735.26502354187,622.417477810399
0.725,619.704813649025,531.922739390542
0.7375,410.632086410353,359.433126876232
0.75,140.310511763168,130.719415543806
0.7625,-149.865262312104,-119.653426760731
0.775,-415.70653445234,-353.563050231632
0.7875,-616.948300754642,-535.108346166763
0.8,-723.392338714937,-636.167937193135
0.812500000000001,-719.376903457611,-640.701850979734
0.825000000000001,-606.129972606605,-547.331804914207
0.837500000000001,-401.461684785462,-369.642189163635
0.850000000000001,-136.975500454421,-134.203025527026
0.862500000000001,146.805917675833,123.380748558657
0.875000000000001,406.678543407404,363.896337337959
0.887500000000001,603.297641081761,550.450388188761
0.900000000000001,707.161959969438,654.151397273195
0.912500000000001,703.034280971379,658.582843213206
