"Time [ms]","InducedVoltage(Cos_Winding) [mV]","InducedVoltage(Sin_Winding) [mV]"
0,557.599628551218,962.057273717186
0.0125,479.707568840903,837.353920694639
0.025,401.815509130588,712.650567672091
0.0375,263.877106251592,478.778215385521
0.05,87.4724683321444,171.040866599665
0.0625,-100.231646255952,-163.886396722214
0.075,-270.65059674135,-474.983778604116
0.0875,-398.139050979837,-714.71082035587
0.1,-463.851359120614,-846.24257566796
0.1125,-458.528633499938,-849.139052410352
0.125,-383.789691926146,-722.515245281865
0.1375,-251.773339803843,-485.260666099775
0.15,-83.1489199179418,-173.180764183567
0.1625,96.086691209739,166.349131398982
0.175,258.636969954777,481.633030090722
0.1875,380.064475547394,724.485754285595
0.2,442.452448979513,857.627813200605
0.2125,437.057986082724,860.389467372596
0.225,365.523517886623,731.931666475675
0.2375,239.503812043712,491.429644019859
0.25,78.772812706723,175.215478667757
0.2625,-91.8778430202169,-168.712730079841
0.275,-246.45971740176,-487.977426549401
0.2875,-361.749365705087,-733.806711527891
0.3,-420.771203084895,-868.469389405446
0.3125,-415.308003342787,-871.095365241358
0.325,-347.023588179275,-740.880694236706
0.3375,-227.08284238723,-497.286653455525
0.35,-74.3454363273777,-177.137900919921
0.3625,87.6146623347527,170.969980141848
0.375,234.12507196024,494.011582279973
0.3875,343.199065671009,742.657740219729
0.4,398.821070762282,878.76131223795
0.4125,393.293773135845,881.246584509519
0.425,328.300615395149,749.35621705819
0.4375,214.517615257048,502.83013643883
0.45,69.8680252092458,178.940128165252
0.4625,-83.2877033537195,-173.109645778285
0.475,-221.640013352427,-499.735688973771
0.4875,-324.434702577926,-751.035730651444
0.5,-376.617610152878,-888.492001817497
0.5125,-371.030023427416,-890.837317054797
0.525,-309.370431247656,-757.354903727481
0.5375,-201.818969368198,-508.055014707877
0.55,-65.3529929823141,-180.641780191343
0.5625,78.9145122571339,175.149894150047
0.575,209.014508477066,505.138426386129
0.5875,305.463954841952,758.939862219222
0.6,354.179441889386,897.660833976065
0.6125,348.534561949979,899.863716052731
0.625,290.248192233134,764.882424302334
0.6375,188.992393405218,512.954850093616
0.65,60.7975746727722,182.226130801446
0.6625,-74.4893095465941,-177.075858016137
0.675,-196.259515890934,-510.221698383214
0.6875,-286.304519477272,-766.364660515061
0.7,-331.519377734201,-906.264905406266
0.7125,-325.82125315553,-908.328161949297
0.725,-270.94528089846,-771.924298749639
0.7375,-176.048884757212,-517.539259809052
0.75,-56.1999117940812,-183.693858941211
0.7625,70.0181575894405,178.885971619659
0.775,183.383955380482,514.99208091553
0.7875,266.962488471419,773.305455079679
0.8,308.650729551198,914.302072904279
0.812500000000001,302.901528399774,916.221229030623
0.825000000000001,251.468849092062,778.483206936702
0.837500000000001,162.992190030819,521.79668701467
0.850000000000001,51.5667176074928,185.044081950157
0.862500000000001,-65.5021791939856,-180.585473546141
0.875000000000001,-170.388982899899,-519.428686748856
0.887500000000001,-247.453601651693,-779.768289713549
0.900000000000001,-285.584521715918,-921.762756010462
0.912500000000001,-279.789378284603,-923.53683957479
0.925000000000001,-231.83190676816,-784.550319127375
0.937500000000001,-149.831002262163,-525.717929814293
0.950000000000001,-46.899863982926,-186.287981527788
0.962500000000001,60.9462174154968,182.178419251192
0.975000000000001,157.284448329732,523.542347590963
0.987500000000001,227.785209380864,785.734057781889
1,262.336276502971,928.638246506204
1.0125,256.497053857217,930.264940141004
1.025,212.045612741894,790.118583881882
1.0375,136.57521536913,529.313775169858
1.05,42.2056042242513,187.398082822876
1.0625,-56.3499295731856,-183.649964438755
1.075,-144.08147372347,-527.324733765636
1.0875,-207.971597050966,-791.197420425495
1.1,-238.920486122393,-934.923264486922
1.1125,-233.042728520016,-936.401653764153
1.125,-192.127404684173,-795.182588865419
1.1375,-123.231529206846,-532.567726991934
