"Time [ms]","InducedVoltage(Cos_Winding) [mV]","InducedVoltage(Sin_Winding) [mV]"
0,-962.202354953331,-553.029123643176
0.0125,-832.624001795665,-484.15223231998
0.025,-703.045648637998,-415.275340996784
0.0375,-467.072428248399,-282.030065572865
0.05,-160.981167552176,-104.152001271398
0.0625,168.447652998465,91.5864919834323
0.075,471.037525271012,275.36270007379
0.0875,700.893503472637,418.894845361112
0.1,823.344565459546,499.765603333953
0.1125,820.18614692469,504.931303600114
0.125,692.376362993671,432.817211057453
0.1375,459.837900701202,293.686638238301
0.15,158.308862502317,108.163416046069
0.1625,-166.090547324206,-95.7877815268793
0.175,-463.964517181376,-287.118808765238
0.1875,-690.137278726994,-436.383399605019
0.2,-810.516930857908,-520.308579636635
0.2125,-807.229298700602,-525.39354342946
0.225,-681.27580925783,-450.091356821554
0.2375,-452.303874049864,-305.154867108126
0.25,-155.539658087648,-112.110659790216
0.2625,163.629970856019,99.9361419207814
0.275,456.597112709997,298.692065793568
0.2875,678.947383071439,453.59980783606
0.3,797.174174397323,540.522412238347
0.3125,793.758841296159,545.52412908296
0.325,669.740648248574,467.078229611589
0.3375,444.482613810707,316.42862539331
0.35,152.669872892957,115.986275883329
0.3625,-161.068316220703,-104.019348345155
0.375,-448.939899508914,-310.076267099293
0.3875,-667.31964438115,-470.526783844622
0.4,-783.324117075862,-560.394861320805
0.4125,-779.783397079088,-565.307015786828
0.425,-657.775284655076,-483.766505951265
0.4375,-436.38150249595,-327.503648770466
0.45,-149.695751971575,-119.782599238328
0.4625,158.393688530335,108.032359175529
0.475,440.997663138083,321.267457168232
0.4875,655.269503650692,487.151395313085
0.5,768.975081786287,579.908558774764
0.5125,765.312273050589,584.729723327887
0.525,645.393056815497,500.146124048711
0.5375,428.004931601161,338.369686159443
0.55,146.639565743724,123.511250032364
0.5625,-155.629469724344,-111.983027459483
0.575,-432.77287595776,-332.250577806029
0.5875,-642.805125210163,-503.469595982772
0.6,-754.142357221254,-599.053583006168
0.6125,-750.359100817448,-603.78016864464
0.625,-632.60972503859,-516.214500556944
0.6375,-419.355075342889,-349.018206592631
0.65,-143.490798978698,-127.158429482228
0.6625,152.763316332151,115.860689867752
0.675,424.27693788392,343.022139302216
0.6875,629.938175162928,519.467451109534
0.7,738.836271665819,617.82102572728
0.7125,734.937379495634,622.453486377426
0.725,619.427686974713,531.952631173223
0.7375,410.447707423224,359.452657147214
0.75,140.245985649453,130.725513692951
0.7625,-149.798511798768,-119.660705721662
0.775,-415.521526139652,-353.583518908102
0.7875,-616.671808920685,-535.137821615648
0.8,-723.066913552059,-636.202242876592
0.812500000000001,-719.052176627155,-640.735557516634
0.825000000000001,-605.854765087502,-547.359562728879
0.837500000000001,-401.279196381562,-369.660642477543
0.850000000000001,-136.912590660923,-134.209304591922
0.862500000000001,146.740640207683,123.387959654124
0.875000000000001,406.49556281417,363.915758974656
0.887500000000001,603.023343857407,550.478023388455
0.900000000000001,706.839182708317,654.183326071771
0.912500000000001,702.712208689436,658.614069721031
0.925000000000001,591.898521290237,562.421773961353
0.937500000000001,391.85211039658,379.629738500356
0.950000000000001,133.496622411735,137.617307611757
0.962500000000001,-143.595740875802,-127.043016418045
0.975000000000001,-397.213014645,-374.022917905616
