"Time [ms]","InducedVoltage(Cos_Winding) [mV]","InducedVoltage(Sin_Winding) [mV]"
0,-554.64386475335,964.743508083566
0.0125,-485.559536079983,834.827333755673
0.025,-416.475207406616,704.911159427779
0.0375,-282.83830932691,468.316767618173
0.05,-104.442634360031,161.415933500282
0.0625,91.8595157686689,-168.887282904204
0.075,276.16130796905,-472.285276439034
0.0875,420.099863941659,-702.757722835917
0.1,501.195000087355,-825.540913092168
0.1125,506.367869167465,-822.37976302957
0.125,434.041745477078,-694.233685818142
0.1375,294.511051449773,-461.076808184945
0.15,108.460044438279,-158.741729521388
0.1625,-96.067412973087,166.529900157515
0.175,-287.933753332702,465.20631690178
0.1875,-437.613004641608,691.993166200546
0.2,-521.766540180521,812.702604264769
0.2125,-526.858379821921,809.41189205221
0.225,-451.33982776075,683.124016860015
0.2375,-305.994963866737,453.535916871641
0.25,-112.412438876448,155.969291485468
0.2625,100.221201382912,-164.066748009516
0.275,299.523681669485,-457.833770664097
0.2875,454.852870641979,-680.793010541238
0.3,542.007857274084,-799.347588992594
0.3125,547.016467162282,-795.929601569458
0.325,468.349423799194,-671.577373601576
0.3375,317.284036214775,-445.707902380993
0.35,116.292943904232,-153.096090139205
0.3625,-104.310258427786,161.503847614958
0.375,-310.92321416997,450.168802641127
0.3875,-471.802494029013,669.153723259514
0.4,-561.906905096252,785.484595113716
0.4125,-566.825512173239,781.940428728489
0.425,-485.059813215683,659.600708278158
0.4375,-328.373179672895,437.597371012807
0.45,-120.094273745719,150.119511244073
0.4625,108.329049456774,-158.826158448463
0.475,322.128884544245,-442.218503976876
0.4875,488.449009461787,-657.092501139871
0.5,581.445836033563,-771.120856603407
0.5125,586.273131540739,-767.454434958856
0.525,501.460174099742,-647.205388907539
0.5375,339.252790227312,-429.212203747697
0.55,123.827229600504,-147.060205607331
0.5625,-112.284661222011,156.059257374233
0.575,-333.126116628661,433.985759367149
0.5875,-504.787680869683,644.614731628413
0.6,-600.614867436803,756.272485757069
0.6125,-605.347246203173,752.484882959642
0.625,-517.548150547555,634.408003905446
0.6375,-349.914529618584,420.553285710681
0.65,-127.478622861002,143.906470691643
0.6625,116.167139730409,-153.189681392208
0.675,343.911129073365,-425.480691060621
0.6875,520.805187901547,-631.733521451697
0.7,619.405093259262,-740.948750233736
0.7125,624.04305605118,-737.045334729324
0.725,533.305369405275,-621.210632930712
0.7375,360.361247619287,-411.634838990556
0.75,131.050021506304,-140.658338655338
0.7625,-119.972233400714,150.222817879546
0.775,-354.485103735626,416.714380122718
0.7875,-536.494300420495,618.451357859725
0.8,-637.808057758812,725.160590313423
0.812500000000001,-642.346681175825,721.140658037393
0.825000000000001,-548.730468097165,607.621203778251
0.837500000000001,-370.580946572933,402.454724467782
0.850000000000001,-134.537290870571,137.320080446668
0.862500000000001,123.703745892033,-147.16087035986
0.875000000000001,364.829328283513,-407.67717698917
0.887500000000001,551.852329755041,-604.785928022746
0.900000000000001,655.809983561482,-708.912692189281
0.912500000000001,660.245835303415,-704.780367266425
0.925000000000001,563.80950844517,-593.646175816755
0.937500000000001,380.561303828762,-393.015757112518
0.950000000000001,137.949308046156,-133.900387292644
0.962500000000001,-127.362889604828,144.011336149278
0.975000000000001,-374.948437111554,398.38409842051
0.987500000000001,-566.85914283384,590.733163192995
1,-673.395486849463,692.214090556895
1.0125,-677.72546708755,687.969595823204
1.025,-578.530398462973,579.292452444277
1.0375,-390.306990089395,383.332395501112
1.05,-141.258897088903,130.389012215811
1.0625,130.936972812643,-140.766373515628
1.075,384.829399886984,-388.839304644055
1.0875,581.502822344836,-576.303211478869
1.1,690.552558500746,-675.074567137699
1.1125,694.773192122014,-670.722625620291
1.125,592.880034083826,-564.57196154303
1.1375,399.800075954382,-373.401022958198
1.15,144.484813745472,-126.797959096775
1.1625,-134.427372211133,137.431250697362
1.175,-394.464529708449,379.046646139947
1.1875,-595.776838757715,561.507068828203
1.2,-707.269376044796,657.508604345914
1.2125,-711.379351686413,653.052152266847
1.225,-606.855943721311,549.496721711961
1.2375,-409.039567376913,363.238824615987
1.25,-147.618839140451,123.127852128783
1.2625,137.83627940087,-134.011449082438
1.275,403.842397899781,-369.012289655438
1.2875,609.675940792573,-546.361516168735
1.3,723.539084689239,-639.530296569708
1.3125,727.535537762732,-634.973331188253
1.325,620.447803251657,-534.077251318491
1.3375,418.023925733141,-352.848058971489
1.35,150.662259712908,-119.38074388035
1.3625,-141.150054786213,130.501592244635
1.375,-412.975162501207,358.750708819648
1.3875,-623.188974793259,530.873489412859
1.4,-739.355335236834,621.153595632463
1.4125,-743.237522373339,616.497578223715
1.425,-633.648563050548,518.319055089912
1.4375,-426.747507578245,342.239546785612
1.45,-153.610270177248,115.559449536492
1.4625,144.381129422136,-126.917793938942
1.475,421.843658228769,-348.262836346513
1.4875,636.311170200096,-515.050482855539
1.5,754.707906219542,-602.384517200837
1.5125,758.471226294795,-597.631730544198
1.525,646.458484750878,-502.240705862732
1.5375,435.197382932923,-331.407286502076
1.55,156.461793899277,-111.663818316387
